sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:58.008639,2024-10-25 23:36:58.504409,1729892218.008639,1729892218.504409,15.513094,16.008864,0.495771,263,129,229264,16319,1502,1288,74,74,871.726,126.504,3699514.661,263331.268,228212,15803,1498,1284,70,70,867.726,122.504,0.0018922518227846568,0.003846883773803711,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,51.124.65.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,51.124.65.62,IPV4-TCP,2024-10-25 23:36:58.273821,2024-10-25 23:36:58.562496,1729892218.273821,1729892218.562496,15.778276,16.066951,0.288676,4,21,160,26147,40,1500,40,40,40.0,1245.095,4434.039,724605.17,0,25307,0,1460,0,0,0.0,1205.095,0.09608499209086101,0.014425349235534669,128.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.476,0.0,0.0,0.0,0.0,2918.75,501.0,0.0,0.0,0.0,0.234,0.0,0.0,0.000168,0.072017
192.168.2.183,213.227.153.232,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,213.227.153.232,IPV4-TCP,2024-10-25 23:36:58.319652,2024-10-25 23:36:58.381218,1729892218.319652,1729892218.381218,15.824107,15.885673,0.061567,2,1,1116,213,1076,213,40,213,558.0,213.0,145013.042,27677.22,1036,173,1036,173,0,173,518.0,173.0,0.06156587600708008,,128.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,509.5,83.0,0.0,0.0,0.05,0.012,0.05,0.012,0.049573,0.011993
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:58.521812,2024-10-25 23:36:58.700228,1729892218.521812,1729892218.700228,16.026267,16.204683,0.178417,48,54,4160,4645,118,116,74,74,86.667,86.019,186529.296,208276.101,3968,4429,114,112,70,70,82.667,82.019,0.002898982230653154,0.00336633988146512,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:36:58.534458,2024-10-25 23:36:59.000509,1729892218.534458,1729892219.000509,16.038913,16.504964,0.466052,112,82,5901,3616,82,52,40,40,52.688,44.098,101293.396,62070.313,1085,0,42,0,0,0,9.688,0.0,0.004198658573734868,0.005107973828727816,128.0,64.0,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.341,0.0,0.0,16444.75,10121.537,0.0,0.0,0.222,0.046,0.0,0.001,0.052343,0.018204
108.128.104.19,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,108.128.104.19,192.168.2.183,IPV4-TCP,2024-10-25 23:36:58.700078,2024-10-25 23:36:59.041200,1729892218.700078,1729892219.0412,16.204533,16.545655,0.341123,29,20,14691,3062,1500,252,40,40,506.586,153.1,344532.706,71809.894,13531,2262,1460,212,0,0,466.586,113.1,0.009899497032165527,0.017953784842240184,247.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.724,0.7,0.0,0.0,0.0,0.0,386.517,512.75,0.0,0.0,0.055,0.151,0.0,0.0,0.037432,0.0217
192.168.2.183,54.194.210.74,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.194.210.74,IPV4-TCP,2024-10-25 23:36:58.700504,2024-10-25 23:36:58.764183,1729892218.700504,1729892218.764183,16.204959,16.268638,0.06368,2,3,249,1170,209,1052,40,40,124.5,390.0,31281.417,146984.971,169,1050,169,1012,0,0,84.5,350.0,0.06367897987365723,0.0,128.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,511.0,447.0,0.0,0.0,0.0,0.063,0.0,0.063,0.000336,0.063343
192.168.2.183,34.149.211.227,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.149.211.227,IPV4-TCP,2024-10-25 23:36:58.801687,2024-10-25 23:36:58.881910,1729892218.801687,1729892218.88191,16.306142,16.386365,0.080224,5,3,4116,559,1452,467,40,40,823.2,186.333,410450.311,55743.859,3916,427,1412,427,0,0,783.2,142.333,0.020055770874023438,0.00321805477142334,128.0,124.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.333,0.0,0.0,0.0,0.0,508.8,780.333,0.0,0.0,0.064,0.016,0.064,0.01,0.063925,0.0118
129.125.2.64,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.64,192.168.2.183,IPV4-TCP,2024-10-25 23:36:58.841985,2024-10-25 23:36:58.915831,1729892218.841985,1729892218.915831,16.34644,16.420286,0.073847,24,4,29406,160,1500,40,62,40,1225.25,40.0,3185609.108,17333.111,28446,0,1460,0,22,0,1185.25,0.0,0.003197130949600883,0.024542729059855144,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,8980.0,64240.0,0.0,0.0,0.05,0.0,0.011,0.0,0.024291,0.000243
151.101.37.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,151.101.37.44,192.168.2.183,IPV4-TCP,2024-10-25 23:36:58.939399,2024-10-25 23:36:58.976295,1729892218.939399,1729892218.976295,16.443854,16.48075,0.036897,1,1,40,104,40,104,40,104,40.0,104.0,8672.794,22549.265,0,64,0,64,0,64,0.0,64.0,,,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,288.0,513.0,0.0,0.0,0.037,,0.037,,0.036896,
192.168.2.183,37.252.172.123,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,37.252.172.123,IPV4-TCP,2024-10-25 23:36:58.971743,2024-10-25 23:36:58.971743,1729892218.971743,1729892218.971743,16.476198,16.476198,1e-06,0,1,0,52,,52,,52,,52.0,0.0,416000000.0,0,0,,0,,0,,0.0,,,,54.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,42340.0,,0.0,,,,,,
192.168.2.183,51.124.65.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,51.124.65.62,IPV4-TCP,2024-10-25 23:36:59.030562,2024-10-25 23:36:59.395362,1729892219.030562,1729892219.395362,16.535017,16.899817,0.364801,15,153,1898,188226,785,1500,40,40,126.533,1230.235,41622.696,4127752.11,1298,182106,745,1460,0,0,86.533,1190.235,0.026057141167776927,0.0022748096993094997,128.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.267,0.431,0.0,0.0,0.0,0.0,2916.667,501.0,0.0,0.0,0.182,0.054,0.0,0.0,0.015569,0.015376
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:36:59.041912,2024-10-25 23:36:59.531849,1729892219.041912,1729892219.531849,16.546367,17.036304,0.489938,30,19,1578,844,86,52,40,40,52.6,44.421,25766.535,13781.34,270,0,46,0,0,0,9.0,0.0,0.014472065300777041,0.026815613110860188,128.0,64.0,0.7,1.0,0.0,0.0,0.0,0.0,0.467,0.0,0.3,0.368,0.0,0.0,19631.1,10902.526,0.0,0.0,0.094,0.042,0.0,0.001,0.020159,0.024289
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:36:59.151656,2024-10-25 23:36:59.318202,1729892219.151656,1729892219.318202,16.656111,16.822657,0.166547,100,16,146446,12567,1500,1500,40,40,1464.46,785.438,7034454.25,603649.035,142446,11927,1460,1460,0,0,1424.46,745.438,0.0011929887713808002,0.011103073755900065,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.125,0.0,0.0,0.0,0.0,559.76,510.5,0.0,0.0,0.048,0.001,0.0,0.0,0.032256,0.000377
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:59.430463,2024-10-25 23:36:59.793098,1729892219.430463,1729892219.793098,16.934918,17.297553,0.362636,82,108,9137,10539,1262,649,74,74,111.427,97.583,201568.572,232497.667,8809,10107,1258,645,70,70,107.427,93.583,0.004093173109454873,0.003370429867895964,,,,,,,,,,,,,,,,,,,,,,,,
129.125.2.64,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.64,192.168.2.183,IPV4-TCP,2024-10-25 23:36:59.476663,2024-10-25 23:36:59.921591,1729892219.476663,1729892219.921591,16.981118,17.426046,0.444929,279,102,299292,61200,1500,1500,40,40,1072.731,600.0,5381389.777,1100400.46,288092,57060,1460,1460,0,0,1032.588,559.412,0.001429921431507138,0.004405227037939695,248.0,128.0,1.0,0.951,0.0,0.0,0.0,0.0,0.283,0.275,0.018,0.049,0.0,0.0,11775.814,64186.971,0.0,0.0,0.091,0.076,0.0,0.0,0.029635,0.014235
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:36:59.549967,2024-10-25 23:37:00.011573,1729892219.549967,1729892220.011573,17.054422,17.516028,0.461607,6,0,350,0,72,,52,,58.333,,6065.766,0.0,62,0,32,,0,,10.333,,0.09232120513916016,,128.0,,0.333,,0.0,,0.0,,0.333,,0.667,,0.0,,42997.667,,0.0,,,,,,,
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:36:59.825870,2024-10-25 23:36:59.914849,1729892219.82587,1729892219.914849,17.330325,17.419304,0.08898,60,13,85259,12415,1500,1500,40,40,1420.983,955.0,7665452.41,1116205.816,82859,11895,1460,1460,0,0,1380.983,915.0,0.0004297434273412672,0.00741491715113322,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.267,0.154,0.0,0.0,0.0,0.0,605.617,513.0,0.0,0.0,0.065,0.001,0.0,0.0,0.042679,0.000455
13.227.219.57,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.227.219.57,192.168.2.183,IPV4-TCP,2024-10-25 23:36:59.885700,2024-10-25 23:36:59.984526,1729892219.8857,1729892219.984526,17.390155,17.488981,0.098827,5,6,2792,699,1167,184,40,40,558.4,116.5,226011.267,56583.766,2592,459,1127,144,0,0,518.4,76.5,0.0131644606590271,0.019765186309814452,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.667,0.0,0.0,0.0,0.0,172.4,515.0,0.0,0.0,0.002,0.04,0.0,0.04,0.000896,0.039556
162.159.135.234,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,162.159.135.234,192.168.2.183,IPV4-TCP,2024-10-25 23:36:59.943759,2024-10-25 23:37:00.277313,1729892219.943759,1729892220.277313,17.448214,17.781768,0.333555,2,2,114,131,74,91,40,40,57.0,65.5,2734.182,3141.91,34,51,34,51,0,0,17.0,25.5,0.0987701416015625,0.3335540294647217,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,11.0,510.0,0.0,0.0,0.105,0.229,0.006,0.229,0.055664,0.228505
192.168.2.183,52.168.117.171,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.168.117.171,IPV4-TCP,2024-10-25 23:36:59.950589,2024-10-25 23:37:00.277335,1729892219.950589,1729892220.277335,17.455044,17.78179,0.326747,12,3,14716,430,1480,350,40,40,1226.333,143.333,360303.246,10528.024,14236,310,1440,310,0,0,1186.333,103.333,0.029704180630770596,0.05680549144744873,128.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.167,0.333,0.0,0.0,0.0,0.0,515.917,16385.0,0.0,0.0,0.126,0.2,0.126,0.087,0.126119,0.124624
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:59.963134,2024-10-25 23:37:00.445351,1729892219.963134,1729892220.445351,17.467589,17.949806,0.482218,40,73,6236,10169,1434,1434,74,74,155.9,139.301,103455.319,168703.839,6076,9877,1430,1430,70,70,151.9,135.301,0.011945388255975185,0.006697456041971843,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,23.106.61.147,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,23.106.61.147,IPV4-TCP,2024-10-25 23:37:00.000378,2024-10-25 23:37:00.084616,1729892220.000378,1729892220.084616,17.504833,17.589071,0.084239,6,2,6312,509,1500,469,40,40,1052.0,254.5,599436.943,48338.625,6072,429,1460,429,0,0,1012.0,214.5,0.016847610473632812,0.0009109973907470703,128.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.167,0.5,0.0,0.0,0.0,0.0,508.0,83.0,0.0,0.0,0.068,0.016,0.068,0.015,0.068394,0.015389
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:00.153190,2024-10-25 23:37:00.652609,1729892220.15319,1729892220.652609,17.657645,18.157064,0.49942,95,91,4683,4729,128,84,40,40,49.295,51.967,75014.986,75751.84,643,921,88,44,0,0,6.768,10.121,0.0053129703440564745,0.004720754093594021,128.0,64.0,0.811,1.0,0.0,0.0,0.147,0.242,0.232,0.264,0.189,0.154,0.158,0.0,12506.589,4686.077,0.0,0.0,0.077,0.148,0.0,0.001,0.006566,0.056137
192.168.2.183,54.194.210.74,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.194.210.74,IPV4-TCP,2024-10-25 23:37:00.295088,2024-10-25 23:37:00.407358,1729892220.295088,1729892220.407358,17.799543,17.911813,0.112271,5,6,639,2928,177,1500,40,40,127.8,488.0,45532.734,208638.254,439,2688,137,1460,0,0,87.8,448.0,0.028067469596862793,0.009322595596313477,128.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.667,0.0,0.0,0.0,0.0,513.0,459.0,0.0,0.0,0.0,0.112,0.0,0.065,0.000224,0.088353
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:00.465643,2024-10-25 23:37:00.680949,1729892220.465643,1729892220.680949,17.970098,18.185404,0.215307,77,76,6552,5846,118,122,74,74,85.091,76.921,243447.679,217215.374,6244,5542,114,118,70,70,81.091,72.921,0.0018240652586284437,0.0028707472483317058,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:37:00.544050,2024-10-25 23:37:00.681065,1729892220.54405,1729892220.681065,18.048505,18.18552,0.137016,2,1,190,150,150,150,40,150,95.0,150.0,11093.586,8758.095,110,110,110,110,0,110,55.0,110.0,0.13701510429382324,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,512.0,1207.0,0.0,0.0,0.055,0.082,0.055,0.082,0.055127,0.081888
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:00.680509,2024-10-25 23:37:01.088550,1729892220.680509,1729892221.08855,18.184964,18.593005,0.408042,64,40,3278,1756,88,52,40,40,51.219,43.9,64267.894,34427.828,526,0,48,0,0,0,8.219,0.0,0.0064768412756541415,0.00786899908995017,128.0,64.0,0.75,1.0,0.0,0.0,0.0,0.0,0.422,0.0,0.25,0.325,0.0,0.0,16444.75,9644.575,0.0,0.0,0.005,0.003,0.0,0.001,0.001883,0.002095
13.107.21.200,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.107.21.200,192.168.2.183,IPV4-TCP,2024-10-25 23:37:01.097047,2024-10-25 23:37:01.097047,1729892221.097047,1729892221.097047,18.601502,18.601502,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,0,0,0,,0,,0.0,,,,121.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:01.188337,2024-10-25 23:37:01.584865,1729892221.188337,1729892221.584865,18.692792,19.08932,0.396529,4,2,228,104,72,52,52,52,57.0,52.0,4599.916,2098.207,32,0,32,0,0,0,8.0,0.0,0.13217600186665854,0.0,128.0,64.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,1.0,0.0,0.0,48308.25,29200.0,0.0,0.0,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:01.386736,2024-10-25 23:37:01.720467,1729892221.386736,1729892221.720467,18.891191,19.224922,0.333732,54,72,4212,6414,86,162,74,74,78.0,89.083,100967.19,153752.032,3996,6126,82,158,70,70,74.0,85.083,0.005455961767232643,0.004673185482831068,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,81.17.55.99,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,81.17.55.99,IPV4-TCP,2024-10-25 23:37:01.430656,2024-10-25 23:37:01.567327,1729892221.430656,1729892221.567327,18.935111,19.071782,0.136672,6,9,240,486,40,79,40,40,40.0,54.0,14048.225,28447.657,0,126,0,39,0,0,0.0,14.0,0.01657562255859375,0.01708388328552246,128.0,53.0,1.0,1.0,0.0,0.0,0.333,0.333,0.0,0.444,0.0,0.0,0.0,0.0,509.5,1004.0,0.0,0.0,0.001,0.054,0.0,0.0,0.000399,0.02136
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:01.441249,2024-10-25 23:37:01.441249,1729892221.441249,1729892221.441249,18.945704,18.945704,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,34.205.120.63,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.205.120.63,IPV4-TCP,2024-10-25 23:37:01.926771,2024-10-25 23:37:02.050585,1729892221.926771,1729892222.050585,19.431226,19.55504,0.123815,1,1,41,52,41,52,41,52,41.0,52.0,2649.111,3359.849,1,0,1,0,1,0,1.0,0.0,,,128.0,246.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,246.0,0.0,0.0,,0.124,,0.124,,0.123814
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:01.998352,2024-10-25 23:37:02.432165,1729892221.998352,1729892222.432165,19.502807,19.93662,0.433814,18,3,960,156,70,52,40,52,53.333,52.0,17703.446,2876.81,120,0,30,0,0,0,6.667,0.0,0.025518403333776137,0.0969010591506958,128.0,64.0,0.5,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.5,1.0,0.0,0.0,32376.5,29200.0,0.0,0.0,0.235,,0.0,,0.079342,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:02.038762,2024-10-25 23:37:02.283477,1729892222.038762,1729892222.283477,19.543217,19.787932,0.244716,5,17,406,1550,86,118,74,74,81.2,91.176,13272.529,50670.987,386,1482,82,114,70,70,77.2,87.176,0.001323997974395752,0.015294685959815979,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,89.132.94.143,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,89.132.94.143,IPV4-UDP,2024-10-25 23:37:02.165978,2024-10-25 23:37:02.254359,1729892222.165978,1729892222.254359,19.670433,19.758814,0.088382,1,1,131,327,131,327,131,327,131.0,327.0,11857.611,29598.77,79,275,79,275,79,275,79.0,275.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:02.462614,2024-10-25 23:37:02.462614,1729892222.462614,1729892222.462614,19.967069,19.967069,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.239.94.16,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,18.239.94.16,192.168.2.183,IPV4-TCP,2024-10-25 23:37:02.532144,2024-10-25 23:37:02.541871,1729892222.532144,1729892222.541871,20.036599,20.046326,0.009728,3,3,521,260,402,141,40,40,173.667,86.667,428453.895,213815.763,401,140,362,101,0,0,133.667,46.667,0.0002903938293457031,0.0048635005950927734,250.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0,0.0,0.0,142.0,513.333,0.0,0.0,0.009,0.0,0.009,0.0,0.00882,8.9e-05
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:02.543480,2024-10-25 23:37:03.005993,1729892222.54348,1729892223.005993,20.047935,20.510448,0.462514,91,72,4130,4427,90,196,40,40,45.385,61.486,71435.68,76572.822,394,1451,50,156,0,0,4.33,20.153,0.0051390329996744795,0.005834942132654324,128.0,64.0,0.934,1.0,0.0,0.0,0.253,0.292,0.176,0.306,0.066,0.111,0.121,0.0,4652.67,3448.0,0.0,0.0,0.323,0.371,0.0,0.001,0.020534,0.035881
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:02.578345,2024-10-25 23:37:03.027940,1729892222.578345,1729892223.02794,20.0828,20.532395,0.449596,202,212,74504,34790,1502,1502,74,74,368.832,164.104,1325705.82,619044.689,73696,33942,1498,1498,70,70,364.832,160.104,0.002229855428287639,0.002123966036249676,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,52.207.149.82,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.207.149.82,IPV4-TCP,2024-10-25 23:37:02.697745,2024-10-25 23:37:02.791108,1729892222.697745,1729892222.791108,20.2022,20.295563,0.093364,1,1,41,52,41,52,41,52,41.0,52.0,3513.139,4455.688,1,0,1,0,1,0,1.0,0.0,,,128.0,237.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,132.0,0.0,0.0,,0.093,,0.093,,0.093363
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:37:02.868658,2024-10-25 23:37:02.938686,1729892222.868658,1729892222.938686,20.373113,20.443141,0.070029,62,17,87026,12653,1500,1500,40,40,1403.645,744.294,9941734.25,1445461.856,84546,11973,1460,1460,0,0,1363.645,704.294,0.0007900488181192366,0.004376739263534546,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.387,0.176,0.0,0.0,0.0,0.0,652.532,513.0,0.0,0.0,0.023,0.001,0.0,0.0,0.014722,0.000501
178.79.208.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,178.79.208.44,192.168.2.183,IPV4-TCP,2024-10-25 23:37:02.948483,2024-10-25 23:37:03.008623,1729892222.948483,1729892223.008623,20.452938,20.513078,0.060141,4,4,1280,447,1121,253,40,40,320.0,111.75,170266.839,59460.373,1120,287,1081,213,0,0,280.0,71.75,0.017945289611816406,0.0037876764933268228,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,194.0,511.5,0.0,0.0,0.049,0.002,0.006,0.0,0.020386,0.000852
192.168.2.183,37.252.172.123,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,37.252.172.123,IPV4-TCP,2024-10-25 23:37:03.048398,2024-10-25 23:37:03.048398,1729892223.048398,1729892223.048398,20.552853,20.552853,1e-06,0,1,0,52,,52,,52,,52.0,0.0,416000000.0,0,0,,0,,0,,0.0,,,,54.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,42340.0,,0.0,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:03.051027,2024-10-25 23:37:03.480013,1729892223.051027,1729892223.480013,20.555482,20.984468,0.428987,63,45,3471,2004,128,52,40,40,55.095,44.533,64729.259,37371.776,759,0,88,0,0,0,12.048,0.0,0.006281352812244046,0.009503835981542414,128.0,64.0,0.746,1.0,0.0,0.0,0.0,0.0,0.508,0.0,0.254,0.378,0.0,0.0,16697.635,11173.6,0.0,0.0,0.008,0.03,0.0,0.001,0.002481,0.00383
192.168.2.183,54.164.128.155,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.164.128.155,IPV4-TCP,2024-10-25 23:37:03.069912,2024-10-25 23:37:03.177254,1729892223.069912,1729892223.177254,20.574367,20.681709,0.107343,1,1,41,52,41,52,41,52,41.0,52.0,3055.625,3875.427,1,0,1,0,1,0,1.0,0.0,,,128.0,241.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,246.0,0.0,0.0,,0.107,,0.107,,0.107342
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:03.384242,2024-10-25 23:37:03.384242,1729892223.384242,1729892223.384242,20.888697,20.888697,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
