sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
192.168.2.183,64.210.135.149,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,64.210.135.149,IPV4-TCP,2024-10-25 23:37:38.764848,2024-10-25 23:37:38.822602,1729892258.764848,1729892258.822602,56.269303,56.327057,0.057755,53,154,8420,209612,1500,1500,40,40,158.868,1361.117,1166305.145,29034626.361,6252,203416,1460,1460,0,0,117.962,1320.883,0.0011106546108539288,0.0003367903964971405,128.0,54.0,0.943,1.0,0.0,0.0,0.038,0.006,0.189,0.123,0.057,0.019,0.038,0.0,4100.302,685.532,0.0,0.0,0.004,0.008,0.0,0.0,0.000762,0.002128
192.168.2.183,66.254.114.41,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.41,IPV4-TCP,2024-10-25 23:37:38.845162,2024-10-25 23:37:39.172989,1729892258.845162,1729892259.172989,56.349617,56.677444,0.327828,4,2,576,1770,334,1329,40,441,144.0,885.0,14056.152,43193.385,416,1690,294,1289,0,401,104.0,845.0,0.10927565892537434,0.2560868263244629,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,509.75,251.0,0.0,0.0,0.227,0.03,0.043,0.024,0.105584,0.026959
192.168.2.183,66.254.114.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.62,IPV4-TCP,2024-10-25 23:37:38.864190,2024-10-25 23:37:38.954259,1729892258.86419,1729892258.954259,56.368645,56.458714,0.09007,12,10,4606,3686,1500,1500,40,40,383.833,368.6,409104.861,327390.473,4114,3274,1460,1460,0,0,342.833,327.4,0.007930907336148348,0.008979770872328017,128.0,56.0,0.917,1.0,0.0,0.0,0.0,0.0,0.417,0.5,0.083,0.1,0.0,0.0,5822.917,6649.3,0.0,0.0,0.007,0.011,0.0,0.001,0.002889,0.005353
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:39.044711,2024-10-25 23:37:39.154415,1729892259.044711,1729892259.154415,56.549166,56.65887,0.109705,19,19,8644,2560,1294,422,74,74,454.947,134.737,630346.285,186682.842,8568,2484,1290,418,70,70,450.947,130.737,0.005704270468817817,0.006011711226569282,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:39.045702,2024-10-25 23:37:39.050889,1729892259.045702,1729892259.050889,56.550157,56.555344,0.005188,4,3,160,162,40,82,40,40,40.0,54.0,246721.562,249805.581,0,42,0,42,0,0,0.0,14.0,0.0015616416931152344,0.0013985633850097656,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.25,0.0,384.75,229.0,0.0,0.0,0.005,,0.0,,0.001973,
192.168.2.183,34.149.211.227,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.149.211.227,IPV4-TCP,2024-10-25 23:37:39.116928,2024-10-25 23:37:39.183115,1729892259.116928,1729892259.183115,56.621383,56.68757,0.066188,4,3,3117,559,1452,467,40,40,779.25,186.333,376745.571,67565.215,2957,427,1412,427,0,0,739.25,142.333,0.022062301635742188,0.004261970520019531,128.0,124.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,511.75,769.0,0.0,0.0,0.049,0.017,0.049,0.008,0.049303,0.010988
192.168.2.183,204.79.197.219,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.219,IPV4-TCP,2024-10-25 23:37:39.139471,2024-10-25 23:37:39.558059,1729892259.139471,1729892259.558059,56.643926,57.062514,0.418589,2,2,82,104,41,52,41,52,41.0,52.0,1567.17,1987.63,2,0,1,0,1,0,1.0,0.0,0.4088559150695801,0.40834808349609375,128.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,16382.0,0.0,0.0,,0.01,,0.01,,0.009986
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:39.224185,2024-10-25 23:37:39.224185,1729892259.224185,1729892259.224185,56.72864,56.72864,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:39.571581,2024-10-25 23:37:39.571581,1729892259.571581,1729892259.571581,57.076036,57.076036,1e-06,0,1,0,52,,52,,52,,52.0,0.0,416000000.0,0,0,,0,,0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,29200.0,,0.0,,,,,,
129.125.2.112,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.112,192.168.2.183,IPV4-TCP,2024-10-25 23:37:39.581986,2024-10-25 23:37:39.593192,1729892259.581986,1729892259.593192,57.086441,57.097647,0.011207,1,1,40,41,40,41,40,41,40.0,41.0,28553.2,29267.03,0,1,0,1,0,1,0.0,1.0,,,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14401.0,64240.0,0.0,0.0,0.011,,0.011,,0.011206,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:39.643101,2024-10-25 23:37:39.655976,1729892259.643101,1729892259.655976,57.147556,57.160431,0.012876,1,1,86,75,86,75,86,75,86.0,75.0,53432.411,46598.033,82,71,82,71,82,71,82.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162.159.135.234,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,162.159.135.234,192.168.2.183,IPV4-TCP,2024-10-25 23:37:40.042073,2024-10-25 23:37:40.291159,1729892260.042073,1729892260.291159,57.546528,57.795614,0.249087,2,2,114,131,74,91,40,40,57.0,65.5,3661.373,4207.367,34,51,34,51,0,0,17.0,25.5,0.1994931697845459,0.2490859031677246,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,11.0,513.5,0.0,0.0,0.207,0.042,0.008,0.042,0.107391,0.041948
13.74.129.1,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.74.129.1,192.168.2.183,IPV4-TCP,2024-10-25 23:37:40.408183,2024-10-25 23:37:40.433058,1729892260.408183,1729892260.433058,57.912638,57.937513,0.024876,1,1,52,41,52,41,52,41,52.0,41.0,16722.996,13185.439,0,1,0,1,0,1,0.0,1.0,,,111.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053.0,513.0,0.0,0.0,0.025,,0.025,,0.024875,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:40.930990,2024-10-25 23:37:40.943455,1729892260.93099,1729892260.943455,58.435445,58.44791,0.012466,1,1,86,75,86,75,86,75,86.0,75.0,55190.116,48130.916,82,71,82,71,82,71,82.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
185.89.208.19,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,185.89.208.19,192.168.2.183,IPV4-TCP,2024-10-25 23:37:40.948775,2024-10-25 23:37:40.979984,1729892260.948775,1729892260.979984,58.45323,58.484439,0.03121,3,3,156,123,52,41,52,41,52.0,41.0,39987.194,31528.364,0,3,0,1,0,1,0.0,1.0,0.011168479919433594,0.010532498359680176,56.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,511.667,0.0,0.0,0.01,,0.009,,0.009789,
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:37:41.160094,2024-10-25 23:37:41.223222,1729892261.160094,1729892261.223222,58.664549,58.727677,0.063129,2,1,190,150,150,150,40,150,95.0,150.0,24077.684,19008.698,110,110,110,110,0,110,55.0,110.0,0.06312799453735352,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,508.5,1207.0,0.0,0.0,0.048,0.015,0.048,0.015,0.048447,0.014681
192.168.2.183,213.227.153.232,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,213.227.153.232,IPV4-TCP,2024-10-25 23:37:41.564340,2024-10-25 23:37:41.574596,1729892261.56434,1729892261.574596,59.068795,59.079051,0.010257,1,1,41,52,41,52,41,52,41.0,52.0,31978.742,40558.405,1,0,1,0,1,0,1.0,0.0,,,128.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,83.0,0.0,0.0,,0.01,,0.01,,0.010256
162.159.135.234,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,162.159.135.234,192.168.2.183,IPV4-TCP,2024-10-25 23:37:41.887067,2024-10-25 23:37:41.932249,1729892261.887067,1729892261.932249,59.391522,59.436704,0.045183,1,1,142,40,142,40,142,40,142.0,40.0,25142.205,7082.311,102,0,102,0,102,0,102.0,0.0,,,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,513.0,0.0,0.0,,0.045,,0.045,,0.045182
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:41.968652,2024-10-25 23:37:42.091483,1729892261.968652,1729892262.091483,59.473107,59.595938,0.122832,17,10,10061,5299,1292,1292,74,74,591.824,529.9,655268.419,345121.494,9993,5259,1288,1288,70,70,587.824,525.9,0.007117941975593567,0.0033134354485405814,,,,,,,,,,,,,,,,,,,,,,,,
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:37:42.165342,2024-10-25 23:37:42.185171,1729892262.165342,1729892262.185171,59.669797,59.689626,0.01983,1,1,52,41,52,41,52,41,52.0,41.0,20978.531,16540.765,0,1,0,1,0,1,0.0,1.0,,,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,513.0,0.0,0.0,0.02,,0.02,,0.019829,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:42.502218,2024-10-25 23:37:42.515041,1729892262.502218,1729892262.515041,60.006673,60.019496,0.012824,1,1,86,75,86,75,86,75,86.0,75.0,53648.969,46786.891,82,71,82,71,82,71,82.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:43.020656,2024-10-25 23:37:43.191121,1729892263.020656,1729892263.191121,60.525111,60.695576,0.170466,3,2,300,150,128,75,86,75,100.0,75.0,14079.055,7039.527,288,142,124,71,82,71,96.0,71.0,0.08010005950927734,0.08785486221313477,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,213.227.153.232,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,213.227.153.232,IPV4-TCP,2024-10-25 23:37:43.347121,2024-10-25 23:37:43.357119,1729892263.347121,1729892263.357119,60.851576,60.861574,0.009999,1,1,41,52,41,52,41,52,41.0,52.0,32803.008,41603.815,1,0,1,0,1,0,1.0,0.0,,,128.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,83.0,0.0,0.0,,0.01,,0.01,,0.009998
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:43.936069,2024-10-25 23:37:43.936601,1729892263.936069,1729892263.936601,61.440524,61.441056,0.000533,3,2,246,148,98,74,74,74,82.0,74.0,3692918.444,2221755.812,234,140,94,70,70,70,78.0,70.0,0.0,0.00037288665771484375,,,,,,,,,,,,,,,,,,,,,,,,
151.101.37.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,151.101.37.44,192.168.2.183,IPV4-TCP,2024-10-25 23:37:43.979334,2024-10-25 23:37:43.986252,1729892263.979334,1729892263.986252,61.483789,61.490707,0.006919,1,1,52,41,52,41,52,41,52.0,41.0,60124.7,47406.013,0,1,0,1,0,1,0.0,1.0,,,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,513.0,0.0,0.0,0.007,,0.007,,0.006918,
18.117.46.179,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,18.117.46.179,192.168.2.183,IPV4-UDP,2024-10-25 23:37:44.185010,2024-10-25 23:37:44.344805,1729892264.18501,1729892264.344805,61.689465,61.84926,0.159796,1,1,305,131,305,131,305,131,305.0,131.0,15269.464,6558.36,253,79,253,79,253,79,253.0,79.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.183,51.124.65.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,51.124.65.62,IPV4-TCP,2024-10-25 23:37:44.400498,2024-10-25 23:37:44.410027,1729892264.400498,1729892264.410027,61.904953,61.914482,0.00953,1,1,41,52,41,52,41,52,41.0,52.0,34417.218,43651.105,1,0,1,0,1,0,1.0,0.0,,,128.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,501.0,0.0,0.0,,0.01,,0.01,,0.009529
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:44.446576,2024-10-25 23:37:44.446576,1729892264.446576,1729892264.446576,61.951031,61.951031,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:44.741382,2024-10-25 23:37:45.149185,1729892264.741382,1729892265.149185,62.245837,62.65364,0.407804,2,2,172,150,86,75,86,75,86.0,75.0,3374.169,2942.59,164,142,82,71,82,71,82.0,71.0,0.39800596237182617,0.3934152126312256,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,52.168.117.171,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.168.117.171,IPV4-TCP,2024-10-25 23:37:45.164308,2024-10-25 23:37:45.251807,1729892265.164308,1729892265.251807,62.668763,62.756262,0.0875,1,1,41,52,41,52,41,52,41.0,52.0,3748.576,4754.291,1,0,1,0,1,0,1.0,0.0,,,128.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,16385.0,0.0,0.0,,0.087,,0.087,,0.087499
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:45.288041,2024-10-25 23:37:45.352578,1729892265.288041,1729892265.352578,62.792496,62.857033,0.064538,2,2,172,150,86,75,86,75,86.0,75.0,21320.835,18593.751,164,142,82,71,82,71,82.0,71.0,0.056691884994506836,0.054219961166381836,,,,,,,,,,,,,,,,,,,,,,,,
178.32.210.226,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,178.32.210.226,192.168.2.183,IPV4-TCP,2024-10-25 23:37:45.349193,2024-10-25 23:37:45.791746,1729892265.349193,1729892265.791746,62.853648,63.296201,0.442554,9,6,486,240,79,40,40,40,54.0,40.0,8785.372,4338.456,126,0,39,0,0,0,14.0,0.0,0.05531910061836243,0.0860055923461914,54.0,128.0,1.0,1.0,0.0,0.0,0.333,0.333,0.444,0.0,0.0,0.0,0.0,0.0,822.0,509.5,0.0,0.0,0.012,0.001,0.0,0.0,0.008322,0.000419
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:37:46.180999,2024-10-25 23:37:46.539045,1729892266.180999,1729892266.539045,63.685454,64.0435,0.358047,2,1,190,150,150,150,40,150,95.0,150.0,4245.252,3351.515,110,110,110,110,0,110,55.0,110.0,0.3580460548400879,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,508.0,1207.0,0.0,0.0,0.044,0.314,0.044,0.314,0.04405,0.313996
22:ae:b6:fb:1f:7d,ff:ff:ff:ff:ff:ff,22:ae:b6:fb:1f:7d,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:46.187595,2024-10-25 23:37:46.187595,1729892266.187595,1729892266.187595,63.69205,63.69205,1e-06,1,0,60,0,60,,60,,60.0,,480000000.0,0.0,56,0,56,,56,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.239.94.16,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,18.239.94.16,192.168.2.183,IPV4-TCP,2024-10-25 23:37:47.546302,2024-10-25 23:37:47.558271,1729892267.546302,1729892267.558271,65.050757,65.062726,0.01197,1,1,52,41,52,41,52,41,52.0,41.0,34753.983,27402.179,0,1,0,1,0,1,0.0,1.0,,,250.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,512.0,0.0,0.0,0.012,,0.012,,0.011969,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:47.617323,2024-10-25 23:37:47.800771,1729892267.617323,1729892267.800771,65.121778,65.305226,0.183449,24,27,2758,3230,613,1094,74,74,114.917,119.63,120273.159,140856.528,2662,3122,609,1090,70,70,110.917,115.63,0.007896309313566788,0.006193775397080641,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,66.254.114.41,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.41,IPV4-TCP,2024-10-25 23:37:47.624063,2024-10-25 23:37:48.099979,1729892267.624063,1729892268.099979,65.128518,65.604434,0.475917,15,70,2421,96201,704,1500,40,40,161.4,1374.3,40696.18,1617105.814,1821,93401,664,1460,0,0,121.4,1334.3,0.0339939934866769,0.006194954333098039,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.214,0.0,0.0,0.0,0.0,512.6,251.0,0.0,0.0,0.263,0.068,0.0,0.0,0.033656,0.014161
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:48.143080,2024-10-25 23:37:48.489728,1729892268.14308,1729892268.489728,65.647535,65.994183,0.346649,45,55,3965,5352,176,935,74,74,88.111,97.309,91504.669,123513.995,3785,5132,172,931,70,70,84.111,93.309,0.0078443397175182,0.005801390718530725,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,66.254.114.171,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.171,IPV4-TCP,2024-10-25 23:37:48.153106,2024-10-25 23:37:48.219844,1729892268.153106,1729892268.219844,65.657561,65.724299,0.066739,3,3,775,2817,660,1500,40,40,258.333,939.0,92899.025,337672.973,655,2697,620,1460,0,0,218.333,899.0,0.006908535957336426,0.028264522552490234,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,513.0,251.0,0.0,0.0,0.004,0.053,0.0,0.01,0.001889,0.031565
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:48.158932,2024-10-25 23:37:48.232010,1729892268.158932,1729892268.23201,65.663387,65.736465,0.073079,50,40,2360,1960,73,75,40,40,47.2,49.0,258350.845,214562.566,264,264,33,35,0,0,5.28,6.6,0.001491386063244878,0.0016354597531832182,128.0,64.0,0.84,1.0,0.0,0.0,0.16,0.2,0.32,0.2,0.16,0.2,0.04,0.0,10688.8,6023.2,0.0,0.0,0.038,0.013,0.0,0.001,0.007045,0.003974
192.168.2.183,54.164.128.155,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.164.128.155,IPV4-TCP,2024-10-25 23:37:48.189076,2024-10-25 23:37:48.288288,1729892268.189076,1729892268.288288,65.693531,65.792743,0.099213,1,1,41,52,41,52,41,52,41.0,52.0,3306.013,4192.992,1,0,1,0,1,0,1.0,0.0,,,128.0,241.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,246.0,0.0,0.0,,0.099,,0.099,,0.099212
22:ae:b6:fb:1f:7d,ff:ff:ff:ff:ff:ff,22:ae:b6:fb:1f:7d,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:48.235330,2024-10-25 23:37:48.235330,1729892268.23533,1729892268.23533,65.739785,65.739785,1e-06,1,0,60,0,60,,60,,60.0,,480000000.0,0.0,56,0,56,,56,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,66.254.114.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.62,IPV4-TCP,2024-10-25 23:37:48.262416,2024-10-25 23:37:48.325796,1729892268.262416,1729892268.325796,65.766871,65.830251,0.063381,3,3,2014,428,1500,348,75,40,671.333,142.667,254208.663,54022.496,1894,308,1460,308,35,0,631.333,102.667,0.005383610725402832,0.02741098403930664,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,508.667,250.0,0.0,0.0,0.001,0.053,0.001,0.009,0.001181,0.023586
192.168.2.183,66.254.114.41,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.41,IPV4-TCP,2024-10-25 23:37:48.322377,2024-10-25 23:37:48.790548,1729892268.322377,1729892268.790548,65.826832,66.295003,0.468172,5,3,681,3124,281,1500,40,441,136.2,1041.333,11636.746,53382.077,481,3004,241,1460,0,401,96.2,1001.333,0.11704277992248535,0.10529947280883789,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.667,0.0,0.0,0.0,0.0,511.4,251.0,0.0,0.0,0.234,0.024,0.0,0.014,0.120439,0.01906
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:48.778299,2024-10-25 23:37:49.247168,1729892268.778299,1729892269.247168,66.282754,66.751623,0.46887,24,28,2287,3167,190,956,74,74,95.292,113.107,39021.48,54036.303,2191,3055,186,952,70,70,91.292,109.107,0.019953872846520466,0.017365517439665617,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,40.115.3.253,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,40.115.3.253,IPV4-TCP,2024-10-25 23:37:48.807877,2024-10-25 23:37:48.816492,1729892268.807877,1729892268.816492,66.312332,66.320947,0.008616,1,1,41,52,41,52,41,52,41.0,52.0,38068.635,48282.171,1,0,1,0,1,0,1.0,0.0,,,128.0,115.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,7705.0,0.0,0.0,,0.009,,0.009,,0.008615
108.141.37.120,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,108.141.37.120,192.168.2.183,IPV4-TCP,2024-10-25 23:37:48.826973,2024-10-25 23:37:48.895054,1729892268.826973,1729892268.895054,66.331428,66.399509,0.068082,6,6,1372,2172,1098,1480,40,40,228.667,362.0,161217.023,255221.118,1132,1932,1058,1440,0,0,188.667,322.0,0.012167596817016601,0.0033133983612060546,50.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,63.0,516.333,0.0,0.0,0.052,0.002,0.006,0.0,0.017749,0.001192
192.168.2.183,66.254.114.41,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,66.254.114.41,IPV4-TCP,2024-10-25 23:37:48.843779,2024-10-25 23:37:49.106224,1729892268.843779,1729892269.106224,66.348234,66.610679,0.262446,13,76,1729,104573,475,1500,40,40,133.0,1375.961,52704.181,3187642.738,1209,101533,435,1460,0,0,93.0,1335.961,0.011705497900644938,0.003497292200724284,128.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.231,0.171,0.0,0.0,0.0,0.0,512.692,251.0,0.0,0.0,0.009,0.047,0.0,0.0,0.001097,0.01209
13.227.219.57,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.227.219.57,192.168.2.183,IPV4-TCP,2024-10-25 23:37:48.933199,2024-10-25 23:37:49.060709,1729892268.933199,1729892269.060709,66.437654,66.565164,0.127511,2,2,104,82,52,41,52,41,52.0,41.0,6524.924,5144.651,0,2,0,1,0,1,0.0,1.0,0.12118792533874512,0.12131905555725098,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,515.0,0.0,0.0,0.006,,0.006,,0.006257,
192.168.2.183,64.210.135.112,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,64.210.135.112,IPV4-TCP,2024-10-25 23:37:49.021582,2024-10-25 23:37:49.424537,1729892269.021582,1729892269.424537,66.526037,66.928992,0.402956,52,292,5442,401590,195,1500,40,40,104.654,1375.308,108041.558,7972879.321,3362,389910,155,1460,0,0,64.654,1335.308,0.00790107951444738,0.0013536358207361804,128.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.596,0.195,0.0,0.0,0.0,0.0,16468.231,32.0,0.0,0.0,0.156,0.009,0.0,0.0,0.018858,0.003053
